Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u;b;v;r
D:\_summer\projekts\20130626\testproject\1\01.bmp;15;130.158;123.914;116.34;1018;967;871;826;779;729;624;584;504;466;355;260;188;124;67;65;48;11;6;59.7536;60;43.3724;43.3822;17;10;4;2;2;2;797;81;2492;0;940;0;412;1796;0;1803;0;245;1878;0;1654;0;312;3329;0;228;0;287;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;16;120.521;116.231;110.048;896;823;755;725;692;641;593;536;480;471;387;355;305;203;167;167;130;115;67;83.8624;120;60.0144;70.377;4;4;3;1;1;1;1165;128;1342;0;1629;0;873;1165;0;2087;0;592;1243;0;1975;0;626;1208;0;975;0;1661;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;17;120.343;117.156;110.227;1021;999;925;828;768;749;713;661;576;538;440;314;253;248;209;206;179;169;139;85.27;60;58.1313;63.1631;14;9;4;0;0;0;578;0;2084;0;1141;0;619;1796;0;1941;0;107;1986;0;1770;0;88;3021;0;438;0;385;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;18;116.219;115.183;108.399;970;941;899;833;781;720;603;527;452;346;256;206;200;198;187;170;167;164;159;83.8533;120;49.1815;61.2333;13;9;5;5;4;3;410;0;2395;0;591;0;858;2584;0;1024;0;236;2674;0;921;0;249;2840;0;765;0;239;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;19;117.802;115.365;106.002;982;925;818;683;609;545;493;484;379;358;346;330;290;270;250;249;245;210;175;86.5908;120;52.6624;62.4685;6;4;3;1;1;1;0;0;1852;0;623;0;1369;1559;0;1624;0;661;1708;0;1572;0;564;2061;0;610;0;1173;2;2;0
D:\_summer\projekts\20130626\testproject\1\01.bmp;20;128.927;125.349;119.643;970;938;885;859;829;780;681;658;610;587;459;319;291;234;168;163;96;95;16;72.3192;60;58.9994;59.307;14;10;5;3;3;2;204;0;2401;0;919;0;524;1951;0;1636;0;257;2448;0;1338;0;58;3583;0;12;0;249;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;21;125.035;121.853;117.309;931;888;832;819;797;776;661;652;587;545;446;348;293;289;184;182;180;177;119;89.1826;60;71.2275;74.8142;21;10;3;1;1;0;409;0;2353;0;908;0;583;1986;0;1635;0;223;2454;0;1138;0;252;3298;0;15;0;531;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;22;119.452;117.201;112.827;1002;936;854;835;721;660;524;490;381;317;274;246;228;151;73;72;72;70;65;83.9706;60;67.0072;69.0204;14;8;4;2;2;2;512;0;2432;0;627;0;785;2122;0;1389;0;333;2314;0;1127;0;403;2449;0;119;0;1276;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;23;113.626;114.004;110.386;1037;1009;874;838;804;694;644;534;245;209;155;103;77;75;57;56;55;55;51;87.9584;60;65.6828;70.9454;11;9;3;2;2;2;1077;0;2508;0;520;0;816;2225;0;1187;0;432;2745;0;636;0;463;2611;0;571;0;662;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;24;126.344;124.225;118.969;982;929;824;767;726;683;637;563;485;432;231;204;165;157;111;49;5;5;0;77.648;60;59.1105;61.0158;6;5;3;0;0;0;766;212;2051;0;1034;0;759;1632;0;1496;0;716;1693;0;1346;0;805;2537;0;337;0;970;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;25;130.354;131.158;125.261;966;920;877;818;777;722;598;553;538;474;445;432;394;355;288;236;221;218;206;92.6592;60;54.464;63.0072;18;8;3;0;0;0;1112;154;1827;0;1018;0;999;1817;0;1126;0;901;1956;0;896;0;992;2173;0;958;0;713;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;26;132.419;124.302;116.307;1016;985;957;932;903;825;718;634;562;490;454;430;336;210;186;151;147;137;114;57.372;60;45.6418;45.8357;18;9;4;1;1;1;589;0;2765;0;783;0;296;1923;0;1892;0;29;1953;0;1883;0;8;3836;0;0;0;8;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;27;118.359;113.15;106.107;1102;1023;982;954;893;789;691;541;481;395;267;254;216;206;126;100;71;48;31;73.3137;120;52.4391;70.5781;17;11;5;1;1;1;1054;0;2527;0;626;0;691;2368;0;1332;0;144;2694;0;918;0;232;3313;0;465;0;66;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;28;124.018;120.121;112.822;1041;970;921;900;867;834;785;696;627;608;492;457;394;380;296;279;246;240;183;76.0044;60;50.719;52.6465;21;8;4;9;6;3;826;0;2525;0;721;0;598;2317;0;1479;0;48;2603;0;1230;0;11;3553;0;171;0;120;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;29;109.568;113.795;107.289;972;935;815;748;678;597;452;403;248;210;193;158;132;95;92;70;1;1;0;99.2588;120;42.6452;47.5864;10;6;3;3;2;2;1024;0;1823;0;974;0;1047;1936;0;1508;0;400;2021;0;1427;0;396;1709;0;923;0;1212;1;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;30;122.292;119.814;114.897;948;874;767;709;649;595;537;498;326;285;246;189;163;121;76;75;72;49;39;83.9914;60;66.846;69.357;15;12;5;0;0;0;194;202;1741;0;1238;0;865;1370;0;1992;0;482;1448;0;1965;0;431;2475;0;555;0;814;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;31;131.969;126.304;119.808;1013;989;930;909;866;798;696;621;575;539;475;395;332;305;233;228;51;46;22;57.2255;60;51.8711;52.155;17;10;5;3;3;1;363;45;2384;0;718;0;742;1918;0;1404;0;522;2067;0;1357;0;420;3487;0;212;0;145;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;32;123.892;119.381;113.95;1012;992;882;782;745;695;625;608;520;328;198;189;183;149;140;60;55;52;40;79.1998;60;68.2093;69.6316;15;9;5;1;1;1;833;0;2233;0;666;0;945;1716;0;1572;0;556;1971;0;1463;0;410;2769;0;344;0;731;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;33;126.402;124.573;119.782;1056;1005;917;799;744;667;627;571;505;432;383;232;211;133;53;0;0;0;0;73.9508;60;60.2625;61.3475;15;8;4;2;1;1;834;202;2149;0;903;0;792;1482;0;1737;0;625;1608;0;1473;0;763;2770;0;273;0;801;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;34;123.388;120.018;114.266;969;919;760;734;692;625;570;490;450;373;227;218;95;94;78;75;0;0;0;77.6657;60;58.3626;59.4669;5;4;2;0;0;0;1264;491;1008;0;1260;0;1576;835;0;1753;0;1256;781;0;1615;0;1448;1189;0;1802;0;853;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;35;125.182;123.407;117.375;995;929;861;824;753;719;657;601;503;470;272;262;235;233;206;192;179;178;106;79.8915;60;51.2904;54.8438;11;7;4;1;1;1;240;0;2323;0;891;0;630;2080;0;1524;0;240;2225;0;1428;0;191;3037;0;345;0;462;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;36;121.486;116.033;109.122;1003;952;889;858;793;750;688;599;541;489;425;348;299;268;215;187;106;104;71;71.648;120;51.7293;71.3774;14;9;3;1;1;1;616;0;2741;0;566;0;537;2165;0;1569;0;110;2331;0;1413;0;100;3312;0;164;0;368;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;37;121.167;117.33;110.459;1021;991;905;849;798;732;660;567;525;456;366;301;241;153;103;90;59;48;43;72.7617;120;50.2889;69.2757;21;12;6;2;2;2;568;0;2476;0;658;0;710;2049;0;1599;0;196;2495;0;1172;0;177;2907;0;0;0;937;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;38;114.405;112.23;106.113;1003;952;895;838;802;729;609;527;392;330;269;211;194;131;117;69;69;51;49;84.206;120;54.0414;65.3284;16;10;6;2;2;2;969;0;2145;0;937;0;762;2008;0;1569;0;267;2518;0;1043;0;283;2747;0;864;0;233;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;39;116.289;113.11;105.839;1037;994;889;791;748;661;607;527;442;355;292;252;228;219;173;141;134;112;91;79.2183;120;50.8456;65.4767;11;7;3;1;1;1;741;0;2236;0;774;0;834;2046;0;1455;0;343;2103;0;1402;0;339;2873;0;585;0;386;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;40;121.49;119.441;115.138;1043;981;917;878;843;783;702;648;509;361;351;332;304;276;206;163;151;103;51;87.7284;60;70.8522;74.1146;16;13;6;3;3;2;804;184;2504;0;815;0;525;1748;0;1971;0;125;1859;0;1850;0;135;3349;0;8;0;487;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;41;119.517;119.195;114.931;937;915;726;640;573;508;448;402;280;218;193;185;148;128;85;81;79;74;73;85.2071;60;64.5083;68.8492;18;8;4;1;1;1;377;1227;1857;0;1137;0;850;1162;0;2178;0;504;1436;0;2016;0;392;2925;0;233;0;686;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;42;126.106;123.618;118.305;976;941;877;831;780;649;555;519;450;385;206;153;78;40;39;39;38;37;35;68.7612;60;57.5278;58.0076;15;8;4;4;3;2;531;215;2113;0;943;0;788;1789;0;1519;0;536;2092;0;1316;0;436;2645;0;645;0;554;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;43;117.419;119.057;115.879;931;836;681;636;600;565;400;333;274;198;126;92;73;35;17;14;13;13;0;99.1233;60;67.2793;77.4052;7;7;6;3;3;3;1035;465;1432;0;1389;0;1023;1223;0;1603;0;1018;1202;0;1502;0;1140;1147;0;824;0;1873;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;44;120.819;119.784;113.901;1012;962;874;795;735;647;534;384;367;285;239;146;95;33;11;0;0;0;0;76.9875;60;55.8829;58.1627;9;7;3;4;3;3;796;0;1587;0;1039;0;1218;1222;0;1686;0;936;1345;0;1536;0;963;544;0;1173;0;2127;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;45;120.111;118.639;112.159;969;918;826;702;574;510;443;306;183;171;154;91;52;16;8;5;3;3;3;71.1975;60;42.3894;43.7959;4;2;1;0;0;0;610;0;1470;0;1381;0;993;1437;0;1749;0;658;1576;0;1460;0;808;987;0;1081;0;1776;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;46;115.897;115.176;109.198;1024;980;907;881;835;771;662;597;438;386;250;184;161;131;68;51;12;12;12;81.7604;60;51.6492;55.7919;17;9;5;1;1;1;859;0;2284;0;729;0;831;2082;0;1465;0;297;2090;0;1396;0;358;2937;0;474;0;433;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;47;116.03;112.411;105.897;1040;1019;952;817;728;700;591;525;390;290;232;224;139;38;28;18;18;18;16;77.8634;120;54.3837;69.1886;10;7;4;3;2;2;1181;0;2564;0;730;0;550;1892;0;1786;0;166;2531;0;1131;0;182;3529;0;207;0;108;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;48;112.387;111.101;104.846;1020;975;901;843;699;578;417;370;209;197;172;151;125;112;79;77;58;6;6;83.025;120;49.3011;61.7742;13;8;3;1;1;1;377;0;2329;0;445;0;1070;2363;0;1323;0;158;2499;0;1196;0;149;2960;0;837;0;47;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;49;125.644;117.518;109.733;1010;972;922;883;808;772;703;678;585;525;436;366;343;334;268;228;126;88;58;65.0385;60;49.4841;49.6546;19;9;3;3;2;1;715;0;2590;0;771;0;483;2036;0;1664;0;144;2161;0;1433;0;250;3585;0;51;0;208;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;50;117.099;118.299;115.369;1026;962;895;828;756;627;570;453;392;293;205;52;51;6;6;0;0;0;0;94.9664;180;68.8028;109.789;14;9;5;0;0;0;858;0;1922;0;966;0;956;1682;0;1750;0;412;1798;0;1580;0;466;1806;0;407;0;1631;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;51;128.133;124.625;119.447;977;926;826;792;707;644;493;464;428;377;336;293;187;167;155;112;52;0;0;66.5421;60;57.2962;57.445;12;7;4;2;2;2;558;467;1655;0;1515;0;674;1126;0;2210;0;508;1084;0;2316;0;444;2644;0;911;0;289;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;52;118.42;120.552;116.56;940;880;726;595;493;363;250;228;159;128;100;51;38;0;0;0;0;0;0;96.9305;120;60.0768;64.4557;8;6;3;2;2;1;650;1749;955;0;1889;0;1000;738;0;2195;0;911;822;0;2057;0;965;982;0;1741;0;1121;1;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;53;126.657;123.009;118.302;1051;1015;917;858;779;735;643;579;485;453;365;297;138;75;57;57;20;20;0;78.7653;60;64.104;65.7337;15;10;5;1;1;1;352;0;2077;0;1120;0;647;1733;0;1803;0;308;1921;0;1667;0;256;2588;0;388;0;868;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;54;132.246;130.352;125.529;1003;980;918;866;820;771;662;632;544;460;438;331;308;268;200;192;192;192;189;74.8783;60;62.7215;64.0068;10;7;4;4;4;3;657;0;1980;0;1025;0;839;1642;0;1618;0;584;1808;0;1394;0;642;2617;0;699;0;528;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;55;124.016;120.006;113.384;962;919;875;832;757;688;631;589;519;513;442;428;327;248;228;156;122;55;50;69.6631;60;55.1773;55.9849;11;6;4;3;3;2;708;0;1819;0;1018;0;1007;1854;0;1425;0;565;1995;0;1400;0;449;2025;0;566;0;1253;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;56;114.728;112.271;106.999;1003;940;782;713;676;575;468;400;318;281;248;222;104;75;75;65;30;30;27;73.7601;60;59.8839;61.3399;12;8;6;3;3;2;916;0;2068;0;765;0;1011;1902;0;1317;0;625;2239;0;915;0;690;2366;0;1003;0;475;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;57;111.796;109.808;104.211;936;877;818;795;731;698;587;493;383;316;273;242;233;103;34;7;0;0;0;74.3637;60;56.5436;58.2707;3;3;3;0;0;0;692;0;1739;0;1009;0;1096;1985;0;1300;0;559;2210;0;1038;0;596;2525;0;836;0;483;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;58;120.508;117.257;111.075;1042;1002;961;937;887;756;695;669;646;613;455;372;212;210;77;74;64;63;63;70.0193;60;55.2699;56.0538;12;8;5;4;3;2;827;0;2577;0;714;0;553;2212;0;1457;0;175;2432;0;1284;0;128;3528;0;16;0;300;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;59;112.431;112.095;106.523;996;958;906;870;836;785;635;599;543;520;453;398;245;160;125;124;92;66;64;83.2378;60;55.6915;60.2741;12;8;4;1;1;1;252;0;2292;0;776;0;776;1866;0;1804;0;174;2127;0;1534;0;183;2925;0;693;0;226;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;60;124.219;125.933;122.949;981;918;814;777;720;674;586;540;382;367;263;139;85;82;78;50;48;48;0;100.019;180;64.668;102.916;7;6;2;0;0;0;94;142;1551;0;993;0;1300;1363;0;1200;0;1281;1403;0;1188;0;1253;1694;0;1000;0;1150;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;61;118.363;118.814;115.376;889;845;786;672;645;591;529;490;380;361;327;206;88;70;15;14;0;0;0;102.68;180;69.6752;104.789;6;4;3;0;0;0;496;618;1131;0;1280;0;1433;895;0;1672;0;1277;789;0;1751;0;1304;414;0;1851;0;1579;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;62;125.799;122.625;117.299;994;975;893;856;781;734;648;577;482;458;416;397;267;162;86;56;0;0;0;66.0258;60;55.4228;55.6583;10;7;3;2;2;2;66;365;1606;0;1023;0;1215;1117;0;1664;0;1063;1152;0;1637;0;1055;1572;0;1711;0;561;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;63;126.167;124.629;120.065;932;883;770;726;678;635;486;465;391;324;276;213;204;202;178;175;155;82;53;73.482;60;60.3227;61.6477;8;6;3;0;0;0;257;915;1621;0;1110;0;1113;1534;0;1315;0;995;1740;0;1131;0;973;2141;0;1048;0;655;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;64;121.537;119.357;115.157;960;922;836;814;754;681;606;580;533;478;415;308;219;211;170;22;22;0;0;77.1462;60;66.369;68.3374;9;5;3;3;2;2;795;0;2078;0;723;0;1043;1978;0;1049;0;817;2069;0;1054;0;721;2034;0;630;0;1180;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;65;121.026;115.882;109.935;1035;973;912;886;815;766;731;675;619;491;345;254;155;144;119;118;90;0;0;57.083;30;52.273;58.5283;7;5;5;0;0;0;849;0;1914;0;1035;0;895;1839;0;1452;0;553;1913;0;1331;0;600;1702;0;443;0;1699;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;66;120.617;116.694;111.103;1037;993;929;905;812;756;663;625;560;477;316;277;246;123;66;48;48;48;43;62.8952;60;55.3904;55.3878;10;7;5;2;2;2;493;0;2038;0;790;0;1016;1844;0;1347;0;653;2206;0;1069;0;569;2769;0;113;0;962;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;67;116.669;114.697;108.618;1012;977;912;878;792;734;659;631;495;466;283;235;194;116;31;30;30;20;19;67.3881;60;51.1583;51.6222;9;5;4;1;1;1;552;0;1721;0;812;0;1311;1681;0;1230;0;933;1767;0;976;0;1101;1911;0;126;0;1807;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;68;122;116.309;109.483;986;964;935;919;870;820;743;666;600;583;438;400;310;118;107;9;8;5;5;54.5892;30;45.4362;51.486;11;8;3;1;1;1;917;0;2078;0;784;0;982;1477;0;1645;0;722;1618;0;1683;0;543;2415;0;181;0;1248;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;69;119.807;115.286;108.352;952;936;901;827;801;769;704;641;584;540;331;299;247;188;166;165;156;4;4;65.4485;60;50.8885;51.0896;13;10;6;1;1;1;949;0;1903;0;1019;0;922;1944;0;1433;0;467;2057;0;1296;0;491;2256;0;783;0;805;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;70;126.131;124.317;120.208;942;899;816;764;686;618;520;436;350;333;253;248;225;198;185;137;120;115;110;85.6673;60;70.1591;74.3208;12;6;4;3;3;2;355;451;1528;0;1172;0;1144;1276;0;1597;0;971;1306;0;1701;0;837;1773;0;1294;0;777;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;71;123.949;120.898;116.61;1025;989;965;929;890;855;791;732;671;591;447;341;156;87;67;67;31;31;31;60.1683;60;59.4158;59.4155;12;9;2;1;1;0;745;0;2225;0;937;0;682;1966;0;1580;0;298;2320;0;1337;0;187;2313;0;222;0;1309;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;72;120.091;119.908;115.108;988;933;841;767;667;627;547;447;397;365;286;265;223;177;48;47;0;0;0;76.5255;60;55.098;57.4158;10;8;3;3;3;3;312;0;1804;0;843;0;1197;1628;0;1270;0;946;1722;0;1274;0;848;2092;0;439;0;1313;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;73;125.409;124.013;119.683;979;915;822;781;675;640;525;486;414;366;259;245;193;178;160;157;108;97;95;78.6267;60;64.5635;67.1974;8;6;3;1;1;1;502;902;1383;0;1187;0;1274;1037;0;1694;0;1113;1197;0;1590;0;1057;1575;0;1491;0;778;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;74;122.336;122.383;118.615;991;953;876;817;712;636;587;555;436;422;331;276;137;87;54;53;27;27;26;86.9435;60;64.7264;69.9676;9;4;1;0;0;0;587;638;1650;0;1237;0;957;1427;0;1748;0;669;1525;0;1736;0;583;2104;0;1069;0;671;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;75;132.439;128.922;121.999;1066;1036;944;871;838;791;730;661;628;578;552;389;245;186;147;81;47;47;47;56.602;60;41.1212;41.2845;15;8;4;1;1;1;299;0;2439;0;914;0;491;2108;0;1488;0;248;2376;0;1323;0;145;3808;0;0;0;36;2;0;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;76;117.592;114.469;108.69;968;889;849;760;691;653;541;477;381;273;227;151;107;32;0;0;0;0;0;63.8985;60;51.6221;51.7127;12;8;5;0;0;0;631;0;1548;0;1096;0;1200;1450;0;1545;0;849;1732;0;1244;0;868;1612;0;421;0;1811;2;1;1
D:\_summer\projekts\20130626\testproject\1\01.bmp;77;118.323;113.933;108.107;1019;964;879;806;763;665;507;440;371;350;151;121;107;27;24;24;22;22;22;66.2341;60;56.6279;56.8367;8;6;3;0;0;0;758;0;1820;0;772;0;1252;1800;0;1313;0;731;2034;0;1092;0;718;2322;0;746;0;776;2;0;1
